date,holiday,sales_promotion,competitor_spend,instagram_spend,google_ads_spend,tv_spend,youtube_spend,newspaper_spend,influencer_spend,ott_spend,sales,instagram_spend_transformed,google_ads_spend_transformed,tv_spend_transformed,youtube_spend_transformed,newspaper_spend_transformed,influencer_spend_transformed,ott_spend_transformed
2022-07-26,0,Normal,292850.0,62550.0,114660.0,64450.0,31050.0,5530.0,14970.0,0.0,2579692.0,1.302510782237051,1.3562157444313294,1.897435536323021,1.2166582769254632,1.4317281820812315,1.0310564443943837,0.3397754468924915
2022-08-02,0,Coupons,250600.0,82200.0,0.0,0.0,0.0,6450.0,46550.0,37890.0,2633937.0,1.4430010796144177,0.4550774070363032,1.4818914099812905,0.6680114240482283,1.4806232050849948,1.4602867349786217,0.9660641763374719
2022-08-09,0,Coupons,277750.0,53420.0,0.0,0.0,0.0,8510.0,31970.0,64050.0,2364807.0,1.2666955179554005,0.10908673570890356,1.1121066432480036,0.32218640189985115,1.6245857107250143,1.358873237077234,1.4626644343615143
2022-08-16,0,BOGO,289800.0,97580.0,0.0,0.0,0.0,9920.0,14240.0,34870.0,2144070.0,1.536692636178798,0.022790136504629164,0.7995117016318342,0.14154887115350348,1.7597035112020938,0.9983049255518923,1.4504179952547076
2022-08-23,0,BOGO,292050.0,58430.0,0.0,0.0,0.0,7980.0,25360.0,58390.0,1932550.0,1.3407587814225235,0.004599767985689284,0.5508187382299603,0.0590447599900549,1.7291213704753368,1.1055834868517924,1.6278621132012598
2022-08-30,0,Normal,319350.0,100290.0,96550.0,46760.0,26690.0,9030.0,52290.0,0.0,2656074.0,1.5709354751218996,1.1076188885923615,1.1953456920599412,0.7962082376030454,1.7650148428467225,1.5503992053949278,1.2400496153759504
2022-09-06,0,Coupons,310200.0,94210.0,118770.0,33670.0,27470.0,6340.0,31940.0,0.0,2736480.0,1.5949705255236695,1.360453852915221,1.3150499359182881,0.9986059138126833,1.6472742453396387,1.38925751806866,0.9056224080736558
2022-09-13,0,BOGO,365200.0,48310.0,66980.0,59490.0,23800.0,6230.0,47030.0,0.0,2584619.0,1.2827363122023188,1.093683353363111,1.6106947247169863,1.0113941879430581,1.5764261092535206,1.5471515551821342,0.6334410029049182
2022-09-20,0,Normal,241900.0,75390.0,101070.0,55330.0,49430.0,8290.0,47830.0,0.0,4339745.0,1.3889085805182697,1.257928862800411,1.7244218735491161,1.3632364069185308,1.65552024570875,1.5996833464130764,0.425561511100775
2022-09-27,0,Coupons,237000.0,0.0,94850.0,61300.0,45840.0,0.0,0.0,73570.0,2589731.0,0.643505767033759,1.251095486405904,1.826006360143198,1.4379711356547784,1.1371601982730295,0.7818168532658474,1.3880690039302646
2022-10-04,0,Normal,287950.0,0.0,90230.0,61320.0,40110.0,0.0,0.0,48960.0,2237643.0,0.23975863335157457,1.2215437023456794,1.8824674899994627,1.4054575540664918,0.7221965226913373,0.30426760761988486,1.524675393438822
2022-10-11,0,Coupons,265900.0,0.0,88970.0,30080.0,29020.0,0.0,0.0,62260.0,2027385.0,0.0781480262613488,1.2076545151258804,1.7121449655997194,1.26069562365265,0.42492479407851425,0.10137315864122726,1.6922464113860973
2022-10-18,0,Coupons,321050.0,0.0,122970.0,47640.0,47760.0,0.0,0.0,42120.0,1902666.0,0.024092248523207346,1.3986678506396044,1.7269496511459295,1.422039700343878,0.23486474484109293,0.0315053149494416,1.6483513341132987
2022-10-25,0,Normal,300075.0,0.0,89350.0,59480.0,37910.0,0.0,0.0,63210.0,1845447.0,0.007288815384213627,1.248490786170666,1.81564064807968,1.3743339634523617,0.12431176366258234,0.009556251425561697,1.7628865349988398
2022-11-01,0,Normal,319650.0,69240.0,115280.0,0.0,50340.0,6540.0,38120.0,71660.0,2864555.0,1.1147885060326486,1.365149262998127,1.4078129231931205,1.4885567864231655,1.0626601575801018,1.1841656508247844,1.8743484955665108
2022-11-08,0,Normal,294750.0,53600.0,88200.0,0.0,38650.0,7150.0,31120.0,57050.0,2792291.0,1.1628659357108242,1.2337974920603163,1.0480921039091815,1.4108810910076883,1.3725489655681615,1.2611642533984766,1.8555173352580618
2022-11-15,0,BOGO,303250.0,59040.0,89710.0,0.0,33070.0,7410.0,38600.0,54230.0,2770003.0,1.2252285095342743,1.2147712732435156,0.7473145419560272,1.3131161622760796,1.5137482502947763,1.3993237105971033,1.8276092187233643
2022-11-22,0,Flash Sale,246500.0,68400.0,89010.0,0.0,25930.0,6290.0,28660.0,47770.0,2745466.0,1.3199893568464354,1.2065360094881554,0.5109017311761451,1.1773990175892803,1.5106925943098544,1.2861164301589976,1.7710970531102912
2022-11-29,1,Coupons,282100.0,46980.0,67780.0,68570.0,45250.0,0.0,48110.0,57220.0,2816455.0,1.1668126466647957,1.0615415187436417,1.4190855633865294,1.36624796445076,1.0170165963964068,1.535639118558762,1.7946975052068563
2022-12-06,0,Normal,328850.0,75180.0,86430.0,46160.0,47580.0,0.0,19890.0,38150.0,2818988.0,1.3573382407787138,1.1606489214579208,1.5518052500362003,1.4573627230507873,0.6325830269188221,1.1863622693202518,1.6873055894798163
2022-12-13,0,BOGO,305200.0,59020.0,70080.0,36450.0,33910.0,0.0,20080.0,41120.0,2756408.0,1.283812256335715,1.0678489998143028,1.5443489017718939,1.3437265216647998,0.3654992633292937,1.0562929681601885,1.638179276769709
2022-12-20,1,Flash Sale,300750.0,90990.0,106820.0,35380.0,65390.0,0.0,28310.0,75180.0,2944231.0,1.4980079045363186,1.2874600939327334,1.5306611930250158,1.6205028023877748,0.19935621608503817,1.1770779385611194,1.8302030456199314
2022-12-27,0,Coupons,261350.0,49970.0,117690.0,59470.0,46310.0,0.0,37330.0,43760.0,2984431.0,1.2581598223852724,1.3849391377711444,1.7125841109204294,1.5458310347764026,0.10463776583195211,1.3588205062970113,1.7475343450227676
2023-01-03,0,BOGO,302950.0,63650.0,0.0,58450.0,59170.0,8550.0,0.0,48640.0,2702894.0,1.2912061070701208,0.4693262471501355,1.8010215945896209,1.6333660878389384,1.2368679536262603,0.6245900048439311,1.7266790577001068
2023-01-10,0,Coupons,300075.0,74100.0,0.0,53410.0,46940.0,7580.0,0.0,56510.0,2453675.0,1.3816689463651828,0.11313519438194372,1.818477671647145,1.55734534261831,1.4680931878342962,0.2313053869645275,1.764473600137673
2023-01-17,0,Normal,350400.0,71710.0,0.0,48750.0,43710.0,6140.0,0.0,55530.0,2189446.0,1.3898390620181924,0.02367420367645414,1.7985201634683656,1.4933316826478358,1.4785437906142476,0.07517538561444262,1.7804639854043218
2023-01-31,0,Normal,330100.0,85430.0,0.0,67930.0,0.0,5650.0,32510.0,42320.0,2268294.0,1.4883013610167175,0.004779890545239611,1.9068979588344188,0.8674202964794788,1.4521766943134713,1.083551431246055,1.7058884812187982
2023-02-07,0,BOGO,275100.0,92500.0,0.0,60550.0,0.0,8640.0,41240.0,50750.0,2328522.0,1.560911688307776,0.0009578076448008352,1.9246693121797058,0.4397406052627198,1.6195881013824729,1.3955054732787988,1.7153418873431714
2023-02-14,0,BOGO,342450.0,91580.0,0.0,31350.0,0.0,5890.0,15240.0,40160.0,2074024.0,1.5760973886835625,0.0001916349346581605,1.7511751120020176,0.19960614939651802,1.5415252034642457,1.0355519347413522,1.6492185409004807
2023-02-21,0,BOGO,314700.0,66080.0,0.0,67070.0,0.0,8680.0,25390.0,67720.0,2066642.0,1.4119945221247903,3.832992496008844e-05,1.8764518005790922,0.08467998905949373,1.660481167450001,1.1163421695220352,1.791222136438667
2023-02-28,0,Coupons,317150.0,69500.0,0.0,60960.0,0.0,0.0,39200.0,49940.0,2008727.0,1.3827014484713636,7.666102527570504e-06,1.9092605567341168,0.03473710798016677,1.1413272204605225,1.3725378978760452,1.7618623750064444
2023-03-07,0,Normal,300075.0,55500.0,0.0,50290.0,0.0,0.0,31100.0,42730.0,1866823.0,1.2630729606184186,1.5332252070515462e-06,1.8646169903887408,0.01403997207723971,0.7253532115446041,1.3168257116017612,1.6966533796104184
2023-03-14,0,Flash Sale,262300.0,75690.0,0.0,31780.0,0.0,0.0,38240.0,41930.0,1914204.0,1.3858621684191061,3.0664522947272974e-07,1.7117883559181866,0.005639665297995922,0.4270506273424891,1.4089546819518164,1.6497834200070634
2023-03-21,0,Normal,357800.0,76550.0,0.0,31910.0,0.0,0.0,37170.0,60520.0,1789035.0,1.4260661538277355,6.132905341705016e-08,1.6084927929482835,0.002259684248697456,0.23615069360047872,1.4197611881042465,1.7466566751372572
2023-03-28,0,Normal,333100.0,69300.0,0.0,52170.0,0.0,0.0,24520.0,50510.0,1751493.0,1.3855916595100901,1.226581098431026e-08,1.700504538130909,0.0009044865324193822,0.12503010274119633,1.2231312480072458,1.7382313681942958
2023-04-04,0,Normal,267850.0,98300.0,74430.0,0.0,50530.0,0.0,0.0,48400.0,1219737.0,1.569635583228772,0.9407899734841498,1.3045488972723447,1.181289143094729,0.06446784572834198,0.5419423250388491,1.7194195558379743
2023-04-11,0,Normal,292500.0,72180.0,80050.0,0.0,28400.0,0.0,0.0,58970.0,2338863.0,1.4528083995872834,1.0960583665462316,0.9599690203946104,1.1545636496455682,0.0327533458161484,0.19540471719730915,1.7756313283622491
2023-04-18,0,Normal,262200.0,74990.0,106880.0,0.0,24100.0,0.0,0.0,73570.0,2350345.0,1.434901016315505,1.2923893824765071,0.6764939516952656,1.080480981494586,0.016510764622206804,0.0627314671992294,1.891791746651245
2023-04-25,0,Coupons,323100.0,83630.0,65850.0,0.0,18180.0,0.0,0.0,40020.0,2176596.0,1.4888204105706535,1.0682349178181336,0.4575397793744603,0.9520097610616693,0.00828945759261128,0.019236059862640056,1.764969471657825
2023-05-02,0,Coupons,300075.0,95610.0,67710.0,58660.0,22860.0,7640.0,44020.0,0.0,2748420.0,1.580170377093536,1.030699101519548,1.3046368687404992,0.977569877639736,1.1440564457652678,1.286883134615453,1.362215891600626
2023-05-09,0,Coupons,325300.0,50070.0,80970.0,43110.0,44880.0,6510.0,41060.0,0.0,2662340.0,1.291104162507451,1.1183689595093034,1.4656170022352502,1.299893173994852,1.3582109598250398,1.4413071976800647,1.0090164292605102
2023-05-16,0,BOGO,296650.0,76240.0,97840.0,41360.0,55820.0,8480.0,35090.0,0.0,2726911.0,1.3974044288717997,1.2427887837702907,1.5361736318297252,1.5178016457742847,1.5716744055687062,1.3994331208216904,0.7157601247697041
2023-05-23,0,BOGO,280000.0,64530.0,92000.0,53260.0,65220.0,9300.0,18600.0,0.0,2651083.0,1.3404880532235406,1.2307467327166426,1.669791039684137,1.675148403308376,1.7059516186619204,1.1056132946107748,0.4870110950980545
2023-05-30,0,Coupons,306850.0,87500.0,89980.0,60900.0,0.0,7500.0,19780.0,0.0,2591668.0,1.4890235630361577,1.2158314134531392,1.7941174265762683,1.0064366913231522,1.6770028376348456,1.0230422676184487,0.3195199258486489
2023-06-06,0,Normal,326200.0,93720.0,81130.0,43040.0,0.0,6400.0,22660.0,0.0,2488580.0,1.568654446891219,1.1560102798483682,1.7446875039367715,0.5272897435226649,1.6021102240811975,1.0581178162598108,0.2036590184861445
2023-06-13,0,BOGO,317450.0,73500.0,83390.0,38380.0,0.0,6840.0,41590.0,0.0,2465652.0,1.4615663326087116,1.15860531432136,1.6797713670142986,0.24508788365891898,1.5879017040917716,1.3951420507921632,0.1270977831323005
2023-06-20,0,Coupons,270600.0,60700.0,97330.0,66160.0,0.0,6020.0,29950.0,0.0,2417050.0,1.331864513888844,1.2469422062707003,1.833508352635237,0.1053446115942229,1.5324001523007675,1.3057034047984064,0.07817958424913231
2023-06-27,0,BOGO,254650.0,55640.0,81170.0,57020.0,27450.0,7790.0,23600.0,0.0,2380399.0,1.2473608921478483,1.1629598456737396,1.8604062281128537,0.8203044700356166,1.607811932423312,1.1660808204464868,0.047637211415937845
2023-07-11,0,Coupons,265250.0,95270.0,66390.0,48600.0,47050.0,10180.0,41230.0,0.0,2476555.0,1.5174358627579023,1.0413902606669954,1.8234274597220252,1.2840301321015344,1.7649298736045262,1.4140774632562714,0.028853756020816877
2023-07-18,0,Normal,256650.0,88780.0,113160.0,35740.0,32130.0,7630.0,46840.0,0.0,2535087.0,1.5459621535455028,1.3194683042808582,1.7120772079921351,1.24713887064295,1.7143567233854147,1.551178366848882,0.017411963111239322
2023-07-25,0,Coupons,279150.0,69700.0,112110.0,42710.0,22400.0,9450.0,16850.0,0.0,2427118.0,1.4274534623444002,1.3612461836843999,1.691337590142245,1.0963481507317325,1.7779557349925823,1.1366558044368724,0.010483516407471295
2023-08-01,0,Normal,256400.0,67370.0,0.0,48290.0,0.0,0.0,27950.0,39760.0,1277735.0,1.371656005980567,0.45755796487694755,1.7193544137743986,0.5862778093455895,1.2409429005864887,1.1926122249233955,0.8999462949423268
2023-08-08,0,Normal,325200.0,73820.0,0.0,39500.0,0.0,0.0,17380.0,72010.0,2383079.0,1.4023337856353413,0.10978855862211782,1.672048463611475,0.2768090067181446,0.8017489305383251,1.0011530160763573,1.5057433209365756
2023-08-15,0,Coupons,252100.0,101550.0,0.0,42800.0,0.0,0.0,16810.0,76200.0,2368185.0,1.5935548540996622,0.02294319408621233,1.6676848563769218,0.12006112973675545,0.4791605299050547,0.9223802676556825,1.7731639881034948
2023-08-22,0,Coupons,292200.0,104660.0,0.0,36880.0,0.0,0.0,31920.0,38990.0,2226527.0,1.662050196430543,0.004630943331963756,1.6193883800843132,0.049767125747701896,0.2680091961777011,1.209335641772498,1.6787178124804025
2023-08-29,0,Normal,268900.0,47840.0,0.0,0.0,23390.0,6280.0,21540.0,0.0,1879916.0,1.3070286680414158,0.0009279059064217462,1.232560382021886,0.7254793245000217,1.0677704503303866,1.0936926367394155,1.2851495132849773
2023-09-05,0,Normal,261350.0,60560.0,0.0,0.0,43190.0,5210.0,23700.0,0.0,1682505.0,1.2805731985668893,0.00018565007481721114,0.8993481123224565,1.2108899859822952,1.2268866323354304,1.0998880596925604,0.9435653985702522
2023-09-12,0,Normal,342150.0,71200.0,0.0,0.0,65580.0,8290.0,17040.0,0.0,1481568.0,1.3569367780309742,3.713277234184261e-05,0.6285020666579547,1.5837898645499033,1.5090168544737461,0.9607516846743649,0.663448012965804
2023-09-19,0,Normal,311850.0,60530.0,0.0,0.0,45890.0,8750.0,17720.0,0.0,1326539.0,1.2959715354757344,7.426664776610271e-06,0.4219157771521092,1.5261003423557282,1.649944850468994,0.9309881768930954,0.4478123533803105
2023-09-26,0,Coupons,300600.0,93390.0,0.0,0.0,35350.0,7290.0,37660.0,0.0,1364555.0,1.5166566285952585,1.4853373677565846e-06,0.2737819521318779,1.391254475853843,1.6372164934645899,1.3080219278606058,0.2918715445675885
2023-10-03,0,BOGO,304400.0,56700.0,69020.0,0.0,0.0,8790.0,30430.0,72110.0,2243589.0,1.3199238997699454,0.895463080857047,0.17307631110435093,0.7920671546407504,1.7096725058126674,1.2858650067927,1.3451685965617786
2023-10-10,0,Coupons,346050.0,86750.0,109990.0,0.0,0.0,7760.0,39690.0,62760.0,2466519.0,1.478705740866853,1.280369373309501,0.10739513382261265,0.39419002210910936,1.6923865959842528,1.4215905955078798,1.6088480717501432
2023-10-17,0,Normal,329750.0,47120.0,92290.0,0.0,0.0,8660.0,44560.0,68740.0,2403882.0,1.226431433937536,1.240231102770403,0.06581064252594651,0.17669990465578955,1.7292832268550282,1.524065862242638,1.776737094133573
2023-10-24,0,Normal,317200.0,83530.0,94530.0,0.0,0.0,6180.0,20580.0,33860.0,2350735.0,1.4331427807135837,1.2456261430008704,0.04000374857978166,0.07446642985900259,1.6185094733093328,1.1939567315120905,1.6455457769536546
2023-10-31,0,BOGO,300075.0,0.0,69530.0,0.0,0.0,6070.0,18710.0,79670.0,2438487.0,0.6716966417756138,1.0832258723488162,0.024193761801741185,0.03045516834430966,1.5516596407533096,1.0302535926091585,1.8597421867126718
2023-11-07,0,Coupons,281800.0,0.0,89590.0,53310.0,0.0,8440.0,37960.0,49620.0,2362617.0,0.2525211586474902,1.185094059040732,1.1441204535519058,0.01229359158796842,1.6522209304330562,1.3339753234017122,1.8028246006812483
2023-11-14,0,BOGO,274150.0,0.0,121550.0,49810.0,0.0,7070.0,22720.0,52550.0,2270695.0,0.0826669718691473,1.3875621136677114,1.4514450432647217,0.004935587285451874,1.6263508863538139,1.1596592614834282,1.7851799062084308
2023-11-21,0,BOGO,315400.0,0.0,80720.0,36850.0,0.0,9350.0,39480.0,46930.0,2124504.0,0.025525442220328674,1.1924130621105637,1.4884994257220419,0.0019771590760379342,1.7326971923028667,1.3869299539060886,1.738989329144823
2023-11-28,0,Normal,278750.0,66730.0,0.0,0.0,49500.0,8290.0,21380.0,0.0,2373599.0,1.0920204298032599,0.3777543834936662,1.117847890004716,1.1671959759711814,1.7307577006437505,1.1540961428711696,1.3389283227259465
2023-12-05,0,Flash Sale,234250.0,45650.0,0.0,0.0,51560.0,8190.0,32720.0,0.0,2168724.0,1.079598345988469,0.08782854261733111,0.804222988720839,1.4325646399284981,1.7248182127212695,1.2796994437500724,0.9891588712115915
2023-12-12,0,Normal,249500.0,60510.0,0.0,0.0,37420.0,9490.0,16690.0,0.0,1819672.0,1.2154229073925562,0.018193668646111244,0.5544456120152391,1.3732319030921702,1.7847559339218486,1.018985301796782,0.6998164164774182
2023-12-19,1,Normal,275000.0,59180.0,0.0,0.0,62100.0,7170.0,17150.0,0.0,2478409.0,1.2415205200613881,0.003665310879729068,0.3678223078934717,1.6002993253862798,1.701655585645214,0.9361570015145576,0.47500972142578574
2023-12-26,0,BOGO,345750.0,58280.0,0.0,0.0,38460.0,6530.0,21340.0,0.0,1374278.0,1.241561464298507,0.0007341377241671905,0.2364555086173734,1.4587550623716659,1.6226677738575797,1.0054236156544991,0.31102101156984063
2024-01-02,0,Flash Sale,310400.0,0.0,113550.0,56780.0,0.0,7100.0,37670.0,0.0,2059541.0,0.5529099534354075,1.2188020358179263,1.2306206135469,0.8416710100738134,1.6129686095011724,1.3239558255359825,0.1979412145794796
2024-01-09,1,Coupons,303450.0,0.0,82260.0,48110.0,0.0,6380.0,19290.0,0.0,1760669.0,0.20007241946947701,1.1640732405874903,1.4751566805471878,0.4240227476835381,1.5669475849428784,1.0898014065038724,0.12339785919223197
2024-01-16,0,Normal,288450.0,0.0,73750.0,58210.0,0.0,7420.0,34500.0,0.0,1699802.0,0.06433290413502987,1.0947128722018484,1.6758502252250056,0.1916434242122646,1.6033850157197211,1.2925561057643484,0.07584992957645968
2024-01-23,0,Normal,237800.0,0.0,84230.0,55720.0,0.0,5450.0,18890.0,0.0,1591889.0,0.01973812455245134,1.1522587111664315,1.7625111991709177,0.08111482503939864,1.505885232835694,1.0698914809787963,0.046196708412770356
2024-01-30,0,Normal,329400.0,0.0,119020.0,41190.0,54740.0,8200.0,0.0,76440.0,1939879.0,0.005962451998977297,1.3688549426281904,1.7116518849537674,1.2470769538795057,1.6185764952919655,0.4539497925465073,1.3407989895186856
2024-02-06,0,Normal,313800.0,0.0,112160.0,53440.0,21480.0,6390.0,0.0,39100.0,1873143.0,0.0017924714019450611,1.371176692190342,1.766959240887878,1.0824875907563876,1.5704688706792005,0.15901512879142987,1.4164073340787977
2024-02-13,0,BOGO,277300.0,0.0,124190.0,53110.0,44380.0,6810.0,0.0,46380.0,1941233.0,0.000538078861329114,1.4337206865913543,1.796553021343918,1.3255272101794253,1.5702372959147002,0.05041427778391029,1.5191774298488645
2024-02-20,0,BOGO,384850.0,0.0,91310.0,45660.0,27790.0,8530.0,0.0,42960.0,1812993.0,0.00016145406111000047,1.2683851957356174,1.764276512528322,1.208248560523376,1.665432105843114,0.015392930090856334,1.5499385839541895
2024-02-27,0,BOGO,254050.0,83920.0,67790.0,0.0,33800.0,0.0,0.0,62660.0,2487202.0,1.2472382122131038,1.0762567350873218,1.361593939253134,1.2382539353740938,1.1454891496057844,0.004642808901084181,1.707798914956606
2024-03-05,0,Coupons,326700.0,59810.0,119740.0,0.0,25750.0,0.0,0.0,36770.0,2350602.0,1.256240809013954,1.3608805887201465,1.0084852009144833,1.1412291642637766,0.7285092222590174,0.0013951074161918286,1.6201705989972432
2024-03-12,0,Flash Sale,229500.0,90130.0,80580.0,0.0,37500.0,0.0,0.0,48310.0,2421968.0,1.485662977041884,1.1850942050965232,0.7153327887232657,1.2607705011747574,0.4291781934424039,0.0004187366269573583,1.6482748114527566
2024-03-19,0,Coupons,279750.0,60600.0,103340.0,0.0,61750.0,0.0,0.0,66870.0,2299843.0,1.339385909737637,1.2872790088825068,0.4866888083786636,1.5625335237339633,0.23743877170619376,0.00012563939985312688,1.7855345324549499
2024-03-26,0,Coupons,267200.0,64760.0,112450.0,0.0,23680.0,0.0,0.0,39610.0,2230484.0,1.3242354079874707,1.3569900920704245,0.3192913060635964,1.271620605230519,0.1257500400046806,3.7693477435876525e-05,1.6910778903032941
2024-04-02,0,Normal,341350.0,82170.0,109460.0,41910.0,0.0,0.0,24530.0,40470.0,2694169.0,1.4485015771247196,1.3543001236379204,1.0634210181324033,0.706384771204413,0.064850353083048,0.8991755864912759,1.6359419895638792
2024-04-09,0,BOGO,313800.0,66860.0,99180.0,64140.0,0.0,0.0,32160.0,72740.0,2879209.0,1.374574817729293,1.2964307203586438,1.5463780645741274,0.34405801766044375,0.032950780485443316,1.2084258690230636,1.814674180876581
2024-04-16,0,BOGO,250250.0,89620.0,58010.0,43100.0,0.0,0.0,38700.0,82390.0,2936225.0,1.5118644194884234,1.0111118517783282,1.5962852482756424,0.15208929137521418,0.016611103345086833,1.387295075170068,1.9593386865397084
2024-04-23,0,Normal,263350.0,55990.0,111860.0,47010.0,0.0,0.0,23410.0,76560.0,2843715.0,1.3125437431896385,1.3075892781850014,1.6553022701421538,0.06363718651064017,0.008340042370298157,1.1915609907362126,2.008870710786669
2024-04-30,0,Coupons,323450.0,62870.0,0.0,61160.0,38940.0,6980.0,14780.0,43480.0,2663844.0,1.3010403367989958,0.43142519926811557,1.7882016017582296,1.0175937662747,1.0835117629697475,0.9423045633387165,1.8659454659755221
2024-05-07,0,BOGO,192650.0,94400.0,0.0,49710.0,32330.0,8810.0,16300.0,82360.0,2730339.0,1.5244007918969524,0.10245730249768574,1.7865292333131093,1.1478643697969815,1.4906184001427345,0.8913040474514121,1.9861355094747306
2024-05-14,0,Normal,244600.0,47120.0,0.0,40080.0,24300.0,5250.0,19120.0,62530.0,2394576.0,1.2443218913065541,0.02134849002352647,1.718981903384372,1.0806387214801696,1.4320444264287626,0.9429702780882426,1.954124308032445
